100 4
0.173913	0.921539	0.837275	1
0.173913	0.912132	0.967619	0.965517
0.173913	0.902376	0.923396	0.784483
0.173913	0.93652	0.951808	1
0.173913	0.937217	0.943433	1
0.304348	0.944882	0.87617	0.948276
0.304348	0.937231	0.903504	0.75
0.043478	0.857118	0.999972	0.75
0.26087	0.933837	0.96739	0.948276
0.130435	0.738729	0.995607	0.75
0.26087	0.878002	0.923266	0.646552
0.043478	0.846735	0.999972	0.75
0.086957	0.808411	0.999972	0.75
0.217391	0.689847	0.935043	0.439655
0.086957	0.874608	0.999972	0.75
0.173913	0.933733	0.967523	1
0.043478	0.804892	0.999941	0.75
0.304348	0.822277	0.912204	0.025862
0.26087	0.9268	0.923334	1
0.086957	0.815309	0.960727	0.75
0.130435	0.857118	0.954118	0.75
0.173913	0.905874	0.994142	0.965517
0.173913	0.930249	0.8259	1
0.086957	0.58536	0.98795	0.75
0.173913	0.923281	0.917325	0.655172
0.086957	0.745627	0.99991	0.75
0.086957	0.776949	0.971823	0.75
0.043478	0.825761	0.979049	0.75
0.173913	0.930284	0.975235	1
0.217391	0.898906	0.946083	0.965517
0.26087	0.881486	0.887857	0.594828
0.217391	0.933768	0.957111	0.948276
0	0.787471	0.9933	0.767241
0.217391	0.940736	0.939313	1
0.043478	0.696885	0.979678	0.767241
0	0.421601	0.989099	0.75
0.217391	0.917351	0.877241	1
0.173913	0.71078	0.86356	0.482759
0.130435	0.801366	0.965579	0.75
0.217391	0.931949	0.941272	1
0.130435	0.627148	0.973545	0.75
0.043478	0.808369	0.972864	0.75
0.217391	0.942109	0.908504	1
0.086957	0.891994	0.974306	0.75
0.173913	0.838283	0.977232	0.551724
0.304348	0.914954	0.85695	0.75
0.130435	0.760574	0.900727	0.75
0.217391	0.648073	0.964449	0.439655
0.304348	0.675946	0.938597	0.017241
0.130435	0.846701	0.935325	0.784483
0.173913	0.85015	0.954037	0.551724
0.086957	0.916347	0.994916	0.75
0.217391	0.916347	0.99443	0.948276
0.217391	0.926779	0.961994	1
0.173913	0.924883	0.826984	1
0.304348	0.939238	0.88787	0.75
0.173913	0.933733	0.771761	1
0.173913	0.950456	0.718832	1
0.26087	0.847328	0.87861	0.043103
0.173913	0.941049	0.924473	1
0.217391	0.923977	0.943656	1
0	0.048812	0.999786	0.75
0.173913	0.864086	0.926628	0.948276
0.217391	0.898927	0.943037	0.965517
0.217391	0.871925	0.921347	0.724138
0.304348	0.877563	0.884814	0.439655
0.304348	0.944903	0.882801	0.646552
0.217391	0.905916	0.771832	0.784483
0.304348	0.935126	0.939303	0.784483
0.086957	0.794439	0.986034	0.741379
0.173913	0.944192	0.907764	1
0.130435	0.668978	0.965083	0.75
0.130435	0.780447	0.794191	0.758621
0.304348	0.962999	0.807981	1
0.217391	0.861975	0.929535	0.75
0.130435	0.820068	0.970022	0.75
0.043478	0.853927	0.999969	0.75
0.130435	0.857418	0.976176	0.948276
0.217391	0.836241	0.834108	0.439655
0.217391	0.923315	0.937285	1
0.130435	0.8829	0.96352	0.75
0.043478	0.836067	0.99996	0.75
0.217391	0.942443	0.921055	0.965517
0.217391	0.932897	0.785978	1
0.26087	0.936646	0.925529	0.965517
0.130435	0.856066	0.957879	0.75
0.217391	0.858226	0.94713	0.724138
0.173913	0.949794	0.907124	0.586207
0.217391	0.905993	0.912405	1
0.304348	0.944317	0.941508	0.948276
0.26087	0.860066	0.961867	0.655172
0.26087	0.913177	0.943477	0.965517
0.086957	0.881437	0.983879	0.75
0.130435	0.924173	0.976656	1
0.086957	0.818758	0.996907	0.75
0.043478	0.139363	0.999693	0.75
0.043478	0.069682	0.996907	0.75
0.086957	0.850115	0.975854	0.75
0.086957	0.73514	0.996907	0.75
0.086957	0.916326	0.979492	0.741379
0.304348	0.921323	0.914244	0.75
0.043478	0.696878	0.99378	0.767241
0.130435	0.917079	0.982365	0.75
0.173913	0.937217	0.85599	0.965517
0.130435	0.924737	0.977108	0.741379
0.173913	0.901017	0.879034	0.948276
0.26087	0.93027	0.771256	0.75
0.173913	0.930249	0.91509	1
0.086957	0.815344	0.97895	0.75
0.043478	0.052261	0.999972	0.741379
0.304348	0.931294	0.939631	0.784483
0.173913	0.891924	0.978331	0.948276
0.173913	0.877988	0.919817	0.948276
0.130435	0.858825	0.937542	0.75
0.130435	0.749077	0.922603	0.75
0.217391	0.885025	0.956659	1
0.217391	0.93429	0.893192	1
0.043478	0.700334	0.973068	0.767241
0.043478	0.872065	0.999988	0.75
0.086957	0.752596	0.991009	0.75
0.086957	0.79092	0.979065	0.741379
0.086957	0.355724	0.988238	0.75
0.304348	0.940764	0.827866	0.965517
0.173913	0.787464	0.923139	0.431034
0.173913	0.926904	0.868424	0.965517
0.26087	0.907108	0.926201	0.948276
0.043478	0.881541	0.999693	0.75
0.26087	0.90586	0.923851	1
0.173913	0.843182	0.87926	0.482759
0.26087	0.648108	0.938703	0.017241
0.304348	0.628179	0.966566	0.017241
0.130435	0.92335	0.967554	1
0.130435	0.837154	0.961929	0.75
0	0.808341	0.987619	0.75
0.086957	0.348477	0.988975	0.75
0.304348	0.913936	0.912929	0.948276
0.043478	0.870978	0.987597	0.75
0	0.85987	0.99622	0.75
0	0.882656	0.99591	0.75
0.217391	0.877988	0.937749	0.655172
0.086957	0.741607	0.99304	0.75
0.26087	0.927462	0.9633	0.784483
0.043478	0.52958	1	0.75
